Move #	Angle (radians)	Distance(cells)
0	0.0	7.0
1	-0.46364760900080615	8.94427190999916
2	-1.9228406411103138	23.345235059857504
3	0.030293759918775143	16.97056274847714
4	-0.5404195002705843	4.123105625617661
5	3.5913522666596327	7.810249675906654
6	-0.09631938271816631	26.627053911388696
