Move #	Angle (radians)	Distance(cells)
0	0.7086262721276704	9.219544457292887
1	0.0767718912697779	11.313708498984761
2	-3.5003633238603653	24.166091947189145
3	0.07271922855325386	25.059928172283335
4	0.45120011913194524	8.602325267042627
5	1.7273982037769118	8.94427190999916
6	0.5961991412974803	15.132745950421556
7	0.7577235698310081	27.018512172212592
